Frequency (Hz),OL Magnitude (dB),OL Phase (Deg),Plant Magnitude (dB),Plant Phase (Deg)
553.161804199219,-70.3090515136719,90.000244140625,-16.6409759521484,-130.320449829102
590.776794433594,-78.2678527832031,172.876113891602,-20.3111572265625,177.908386230469
630.949584960938,-74.0506744384766,98.7455139160156,-20.3126220703125,-32.1790466308594
673.854125976563,-80.7665557861328,-120.963195800781,-26.6549987792969,-64.5303192138672
719.676208496094,-68.0301055908203,-74.3587951660156,-11.1530456542969,-16.7972412109375
768.614135742188,-71.720703125,113.628982543945,-12.4537506103516,0.32171630859375
820.8798828125,-69.0950317382813,-85.0318145751953,-14.7178649902344,177.773742675781
876.69970703125,-65.4483032226563,136.170135498047,-15.9423675537109,-82.8758850097656
936.315246582031,-76.3296356201172,66.0384063720703,-16.0897521972656,128.33235168457
999.984619140625,-71.2242126464844,132.708923339844,-18.5818328857422,-8.84843444824219
1067.98352050781,-68.0301055908203,125.537338256836,-8.64254760742188,-139.632232666016
1140.60632324219,-90.3090057373047,63.4357299804688,-21.552490234375,-77.8261260986328
1218.16748046875,-78.2678527832031,75.9648132324219,-24.9515075683594,13.4321899414063
1301.00280761719,-77.2447967529297,-49.3994293212891,-19.9584808349609,-76.3512420654297
1389.47094726563,-70.7545166015625,-137.122222900391,-18.8272857666016,-160.742218017578
1483.95495605469,-67.3865051269531,-161.566650390625,-11.1372833251953,-29.5326538085938
1584.86389160156,-80.7665557861328,141.341400146484,-3.41043090820313,-97.0625610351563
1692.63452148438,-66.2266845703125,48.8145294189453,-17.4143218994141,-152.129837036133
1807.73364257813,-70.3090515136719,-75.2575378417969,2.41864013671875,-168.725128173828
1930.65942382813,-65.9593505859375,83.0900573730469,-9.16142272949219,-76.6930847167969
2061.94409179688,-86.7871246337891,180.00048828125,-29.7051849365234,-138.953811645508
2202.15625,-68.7253875732422,109.178970336914,-4.26025390625,102.086944580078
2351.90283203125,-63.2654266357422,63.4365997314453,-2.83906555175781,52.8964691162109
2511.83203125,-72.2472686767578,-127.568267822266,-20.7767639160156,48.0574188232422
2682.63647460938,-84.2884216308594,63.4357299804688,-18.0640106201172,96.9847412109375
2865.0556640625,-77.2447967529297,0,-7.49107360839844,86.8450164794922
3059.87939453125,-65.2036285400391,72.0734558105469,3.76162719726563,-41.2958679199219
3267.951171875,-68.7253875732422,22.2482604980469,-9.60609436035156,67.8061676025391
3490.17163085938,-74.7459716796875,65.5566864013672,-16.5024719238281,-15.7682342529297
3727.50317382813,-80.7665557861328,141.341400146484,-23.0500183105469,-41.6071166992188
3980.97314453125,-64.5083465576172,1.46788024902344,1.456298828125,168.134979248047
4251.67919921875,-71.720703125,-13.2398681640625,-8.56515502929688,110.758773803711
4540.79296875,-72.2472686767578,55.3059387207031,-15.79248046875,31.9342346191406
4849.56689453125,-69.4811096191406,79.6961669921875,19.4276580810547,53.9088745117188
5179.33740234375,-96.32958984375,90.000244140625,-24.9281768798828,22.1127624511719
5531.5322265625,-74.0506744384766,26.5645141601563,-5.71165466308594,71.6310729980469
5907.67626953125,-75.5018157958984,-33.6889038085938,-3.9449462890625,114.913269042969
6309.39794921875,-68.7253875732422,56.9766693115234,6.70220947265625,-145.843887329102
6738.4365234375,-74.0506744384766,128.659332275391,1.02569580078125,-151.177764892578
7196.64990234375,-71.720703125,162.647216796875,-37.2834625244141,-109.769119262695
7686.02197265625,-64.9656066894531,143.747375488281,-5.39263916015625,-26.8512878417969
8208.6708984375,-72.2472686767578,-44.9992523193359,-15.5875701904297,-53.3738403320313
8766.8603515625,-78.2678527832031,-129.805511474609,-2.70997619628906,27.5454406738281
9363.0068359375,-67.0816650390625,-120.963195800781,0.074737548828125,6.91192626953125
9999.6904296875,-90.3090057373047,90.000244140625,-11.3222961425781,85.7862854003906
10679.6689453125,-67.0816650390625,82.1475982666016,1.81414794921875,70.5050201416016
11405.8857421875,-68.7253875732422,94.7632293701172,1.47935485839844,-131.686920166016
12181.4853515625,-69.4811096191406,-123.689147949219,-12.0725860595703,-153.830291748047
13009.826171875,-65.6999816894531,55.8418731689453,3.87919616699219,-118.023040771484
13894.494140625,-71.720703125,13.2398529052734,4.09297180175781,97.3125915527344
14839.3193359375,-72.8077545166016,180.00048828125,2.55157470703125,41.69189453125
15848.392578125,-90.3090057373047,153.435974121094,1.59294128417969,42.7751159667969
16926.08203125,-70.3090515136719,-69.7767791748047,-35.6691741943359,-90.6358489990234
18077.0546875,-74.0506744384766,-141.341415405273,-37.4993591308594,168.048431396484
19306.29296875,-74.0506744384766,-141.341415405273,-4.24473571777344,-105.547302246094
20619.119140625,-72.2472686767578,-129.805511474609,11.1266632080078,-3.67890930175781
22021.21875,-68.370849609375,-9.08885192871094,5.76570129394531,-118.982986450195
23518.66015625,-69.0950317382813,9.86518859863281,-2.69990539550781,155.296417236328
25117.927734375,-64.9656066894531,32.8277435302734,-3.64501953125,121.633743286133
26825.9453125,-79.4276733398438,-116.56477355957,-1.48016357421875,2.39460754394531
28650.109375,-70.7545166015625,-53.7471466064453,7.18544006347656,21.5025177001953
30598.31640625,-67.3865051269531,-27.4737548828125,2.71061706542969,53.7296447753906
32679,-71.720703125,-144.463424682617,9.79612731933594,-147.776885986328
34901.16796875,-69.0950317382813,-43.2638397216797,3.74505615234375,-65.5007476806641
37274.4453125,-72.2472686767578,-50.1950073242188,-3.21347045898438,-86.1246490478516
39809.10546875,-90.3090057373047,-26.5645294189453,-13.4868774414063,-135.938461303711
42516.12109375,-70.3090515136719,-17.5246276855469,-6.79539489746094,-34.7703704833984
45407.21484375,-64.9656066894531,-46.0816040039063,19.6745758056641,92.5495910644531
48494.90234375,-68.370849609375,80.9113922119141,36.8838500976563,64.0652008056641
51792.5546875,-86.7871246337891,-108.434112548828,-27.4612121582031,-17.8927001953125
55314.4453125,-72.8077545166016,11.3094787597656,8.28428649902344,98.6589508056641
59075.82421875,-78.2678527832031,39.8052368164063,-10.3977203369141,91.414794921875
63092.9765625,-64.2884674072266,88.5690765380859,0.468643188476563,115.151947021484
67383.296875,-65.6999816894531,-49.7648773193359,8.30020141601563,157.5458984375
