Frequency (Hz),OL Magnitude (dB),OL Phase (Deg),Plant Magnitude (dB),Plant Phase (Deg)
10679.6689453125,-1.05207824707031,-134.766082763672,-6.68910217285156,-138.279754638672
11405.8857421875,-1.72456359863281,-137.683502197266,-7.43780517578125,-143.460632324219
12181.4853515625,-2.37982177734375,-140.698837280273,-8.19245910644531,-148.714965820313
13009.826171875,-3.07258605957031,-143.861053466797,-9.00013732910156,-154.082077026367
13894.494140625,-3.70478820800781,-147.299530029297,-9.769775390625,-159.681732177734
14839.3193359375,-4.3638916015625,-151.039627075195,-10.5871124267578,-165.549789428711
15848.392578125,-4.98323059082031,-154.993057250977,-11.3864440917969,-171.577850341797
16926.08203125,-5.65121459960938,-158.936859130859,-12.2723083496094,-177.591033935547
18077.0546875,-6.2855224609375,-163.508392333984,-13.1280975341797,175.796157836914
19306.29296875,-6.95510864257813,-168.208435058594,-14.0281524658203,169.358947753906
20619.119140625,-7.62547302246094,-173.240692138672,-14.9659729003906,162.523956298828
22021.21875,-8.2347412109375,-178.591201782227,-15.8637847900391,155.466888427734
23518.66015625,-8.84785461425781,175.672882080078,-16.7879486083984,148.129196166992
25117.927734375,-9.508544921875,169.527679443359,-17.7811737060547,140.507354736328
26825.9453125,-10.2364349365234,162.948837280273,-18.8632049560547,132.557678222656
28650.109375,-11.0365447998047,155.985336303711,-20.0366821289063,124.378936767578
30598.31640625,-11.7641754150391,148.522613525391,-21.1589965820313,115.853988647461
32679,-12.4377136230469,140.426055908203,-22.2449951171875,106.863052368164
34901.16796875,-13.0969543457031,131.923828125,-23.3370819091797,97.6483001708984
37274.4453125,-13.7947540283203,122.698593139648,-24.4839172363281,87.9203643798828
39809.10546875,-14.4941558837891,113.075576782227,-25.6491851806641,78.0009613037109
42516.12109375,-15.2098388671875,102.879898071289,-26.8453216552734,67.7388610839844
45407.21484375,-15.9606628417969,91.8729095458984,-28.0904998779297,56.9320678710938
48494.90234375,-16.7715148925781,80.1988677978516,-29.4064483642578,45.7310028076172
