Frequency (Hz),OL Magnitude (dB),OL Phase (Deg),Plant Magnitude (dB),Plant Phase (Deg)
100,37.5062408447266,-90.7713623046875,2.27444458007813,-2.57034301757813
106.799995422363,42.0027923583984,-90.3692016601563,2.26675415039063,-2.81251525878906
114.062393188477,38.0073547363281,-90.6139984130859,2.28822326660156,-2.93928527832031
121.818634033203,34.3154296875,-91.0721130371094,2.25018310546875,-3.1683349609375
130.102294921875,36.4748382568359,-90.8587799072266,2.27735900878906,-3.37991333007813
138.949249267578,34.3211364746094,-91.0992126464844,2.2540283203125,-3.68328857421875
148.397796630859,33.4459991455078,-91.2268524169922,2.24607849121094,-3.88436889648438
158.488845825195,32.0787506103516,-91.3037872314453,2.22407531738281,-3.96829223632813
169.266082763672,32.8917236328125,-90.9444580078125,2.20195007324219,-4.11866760253906
180.776168823242,31.4527893066406,-91.4629058837891,2.23348999023438,-4.65371704101563
193.068939208984,31.4309234619141,-91.4017028808594,2.22183227539063,-4.92997741699219
206.197616577148,30.7781829833984,-91.5905456542969,2.21957397460938,-5.35224914550781
220.219039916992,29.5923767089844,-91.6552429199219,2.20712280273438,-5.54634094238281
235.193923950195,31.0054779052734,-91.2793121337891,2.2076416015625,-5.94587707519531
251.187103271484,29.1544799804688,-91.5887908935547,2.22116088867188,-6.19941711425781
268.267822265625,28.6424865722656,-91.8694305419922,2.16934204101563,-6.8385009765625
286.510009765625,27.6353454589844,-92.0635223388672,2.1982421875,-7.22579956054688
305.99267578125,27.9867095947266,-91.9524841308594,2.15025329589844,-7.772216796875
326.800170898438,26.7386169433594,-92.2506103515625,2.13607788085938,-8.26092529296875
349.022583007813,26.1400756835938,-92.3668975830078,2.12997436523438,-8.80384826660156
372.756103515625,25.9174194335938,-92.3730163574219,2.09339904785156,-9.32316589355469
398.103515625,25.1190185546875,-92.5382537841797,2.07789611816406,-9.87919616699219
425.174530029297,24.7537536621094,-92.6711273193359,2.01997375488281,-10.6100769042969
454.086395263672,23.7346801757813,-92.8669738769531,2.01043701171875,-11.1425018310547
484.964263916016,23.4307708740234,-92.7402038574219,1.97836303710938,-11.7728424072266
517.941772460938,22.7422485351563,-93.0733032226563,1.95132446289063,-12.6409912109375
553.161804199219,22.1590881347656,-93.2769927978516,1.93276977539063,-13.493408203125
590.776794433594,21.5864105224609,-93.2088012695313,1.86225891113281,-14.1333618164063
