Frequency (Hz),OL Magnitude (dB),OL Phase (Deg),Plant Magnitude (dB),Plant Phase (Deg)
100,37.1679992675781,-89.3707885742188,1.95132446289063,-1.279052734375
106.799995422363,41.4228057861328,-88.0148010253906,1.95053100585938,-1.48976135253906
114.062393188477,37.5462646484375,-88.9931030273438,1.89950561523438,-1.64012145996094
121.818634033203,34.0638732910156,-89.6846466064453,1.95344543457031,-1.53958129882813
130.102294921875,36.0647735595703,-88.8803253173828,1.94549560546875,-1.72056579589844
138.949249267578,33.9848937988281,-89.2378997802734,1.91964721679688,-1.75202941894531
148.397796630859,33.1611785888672,-89.3576812744141,1.94761657714844,-1.96098327636719
158.488845825195,31.8286590576172,-89.6531677246094,1.93223571777344,-2.11921691894531
169.266082763672,32.6126098632813,-89.1190032958984,1.92442321777344,-2.26959228515625
180.776168823242,31.1763153076172,-89.3060913085938,1.95423889160156,-2.37625122070313
193.068939208984,31.1445007324219,-89.0420684814453,1.93382263183594,-2.48117065429688
206.197616577148,30.5247650146484,-88.9458923339844,1.95913696289063,-2.63504028320313
220.219039916992,29.3255767822266,-89.2947235107422,1.91725158691406,-2.89906311035156
235.193923950195,30.7014312744141,-88.1686706542969,1.93913269042969,-3.21730041503906
251.187103271484,28.8742980957031,-88.7824096679688,1.94761657714844,-3.38778686523438
268.267822265625,28.4022064208984,-88.6809997558594,1.93316650390625,-3.63169860839844
286.510009765625,27.3906860351563,-88.7666778564453,1.94297790527344,-3.7401123046875
305.99267578125,27.7852478027344,-88.0576477050781,1.96272277832031,-4.10205078125
326.800170898438,26.5744018554688,-88.4991455078125,1.96881103515625,-4.40193176269531
349.022583007813,25.9541320800781,-88.3120574951172,1.94654846191406,-4.62661743164063
372.756103515625,25.7692413330078,-87.9168853759766,1.96125793457031,-5.00254821777344
398.103515625,24.9933776855469,-88.0672607421875,1.95503234863281,-5.38722229003906
425.174530029297,24.6829833984375,-87.5593109130859,1.95291137695313,-5.64601135253906
454.086395263672,23.6872253417969,-87.9789581298828,1.95768737792969,-6.10237121582031
484.964263916016,23.4189758300781,-87.4237976074219,1.9696044921875,-6.45469665527344
517.941772460938,22.7515258789063,-87.4884948730469,1.95741271972656,-7.00286865234375
553.161804199219,22.1737976074219,-87.2559356689453,1.94985961914063,-7.41377258300781
590.776794433594,21.7014465332031,-87.0382537841797,1.97650146484375,-7.92958068847656
630.949584960938,21.1954193115234,-86.7523651123047,1.97172546386719,-8.48211669921875
673.854125976563,20.5372467041016,-86.6387176513672,1.96524047851563,-8.96908569335938
719.676208496094,20.0354614257813,-86.4795989990234,1.99612426757813,-9.65887451171875
768.614135742188,19.5555572509766,-86.0835571289063,2.00102233886719,-10.2664947509766
820.8798828125,19.0110931396484,-85.7128601074219,1.97782897949219,-10.8723602294922
876.69970703125,18.3632659912109,-85.7863006591797,1.97663879394531,-11.7300109863281
936.315246582031,17.9117126464844,-85.5992126464844,2.01957702636719,-12.6357421875
999.984619140625,17.4496917724609,-85.2503814697266,2.03878784179688,-13.5301208496094
1067.98352050781,16.8743438720703,-85.1105041503906,2.03521728515625,-14.4279937744141
1140.60632324219,16.4022521972656,-84.871826171875,2.05496215820313,-15.4998321533203
1218.16748046875,15.9251251220703,-84.5640869140625,2.05178833007813,-16.5865478515625
1301.00280761719,15.4085083007813,-84.4924011230469,2.06517028808594,-17.8306274414063
1389.47094726563,14.9373321533203,-84.3131713867188,2.07987976074219,-19.1184234619141
1483.95495605469,14.4273376464844,-84.4556732177734,2.10321044921875,-20.6885986328125
1584.86389160156,13.9985809326172,-84.0937347412109,2.13090515136719,-21.9816284179688
1692.63452148438,13.5111083984375,-84.3271636962891,2.13568115234375,-23.8647918701172
1807.73364257813,13.1060791015625,-84.5518493652344,2.14999389648438,-25.907958984375
1930.65942382813,12.685546875,-84.6025543212891,2.17106628417969,-27.8243408203125
2061.94409179688,12.2672576904297,-85.0274505615234,2.18498229980469,-30.080810546875
2202.15625,11.8575897216797,-85.3570404052734,2.17848205566406,-32.4378356933594
2351.90283203125,11.4753570556641,-85.9716491699219,2.18962097167969,-35.1043395996094
2511.83203125,11.0724487304688,-86.7960815429688,2.18074035644531,-38.0610961914063
2682.63647460938,10.6983032226563,-87.5811614990234,2.15834045410156,-40.9872589111328
2865.0556640625,10.3282623291016,-88.8374938964844,2.12997436523438,-44.4860687255859
3059.87939453125,9.93740844726563,-90.0343475341797,2.0545654296875,-48.0014801025391
3267.951171875,9.53013610839844,-91.5931701660156,1.95808410644531,-51.8342590332031
3490.17163085938,9.16392517089844,-93.5025634765625,1.8536376953125,-56.1959533691406
3727.50317382813,8.69171142578125,-95.3962097167969,1.66133117675781,-60.4623718261719
3980.97314453125,8.23153686523438,-97.5574035644531,1.43667602539063,-65.0330200195313
4251.67919921875,7.71928405761719,-99.9327697753906,1.14630126953125,-69.8344879150391
4540.79296875,7.20001220703125,-102.267929077148,0.809249877929688,-74.6158294677734
4849.56689453125,6.63461303710938,-104.690521240234,0.428482055664063,-79.501220703125
5179.33740234375,6.0321044921875,-107.253860473633,-0.020416259765625,-84.5221252441406
5531.5322265625,5.42535400390625,-109.910751342773,-0.488006591796875,-89.6243286132813
5907.67626953125,4.81529235839844,-112.488952636719,-0.985275268554688,-94.657470703125
6309.39794921875,4.16705322265625,-115.043548583984,-1.53981018066406,-99.650390625
6738.4365234375,3.50491333007813,-117.550064086914,-2.12602233886719,-104.574234008789
7196.64990234375,2.77198791503906,-120.458740234375,-2.70652770996094,-109.691314697266
7686.02197265625,2.1287841796875,-122.599822998047,-3.40950012207031,-114.445556640625
8208.6708984375,1.43032836914063,-125.112457275391,-4.09112548828125,-119.313461303711
8766.8603515625,0.742996215820313,-127.595367431641,-4.77713012695313,-124.160385131836
9363.0068359375,0.074615478515625,-130.226898193359,-5.46446228027344,-129.127944946289
9999.6904296875,-0.613388061523438,-132.76838684082,-6.19223022460938,-133.987991333008
10679.6689453125,-1.28242492675781,-135.479476928711,-6.91970825195313,-138.990524291992
11405.8857421875,-1.9678955078125,-138.215927124023,-7.68113708496094,-143.993942260742
12181.4853515625,-2.64212036132813,-141.185806274414,-8.45462036132813,-149.201934814453
13009.826171875,-3.31831359863281,-144.327911376953,-9.24559020996094,-154.548049926758
13894.494140625,-3.94825744628906,-147.717422485352,-10.0128479003906,-160.100509643555
14839.3193359375,-4.57899475097656,-151.339508056641,-10.8022308349609,-165.853164672852
15848.392578125,-5.20681762695313,-155.156539916992,-11.6094970703125,-171.743087768555
16926.08203125,-5.8804931640625,-159.086364746094,-12.5017395019531,-177.740539550781
18077.0546875,-6.5296630859375,-163.526748657227,-13.3723602294922,175.774307250977
19306.29296875,-7.20361328125,-168.188323974609,-14.276123046875,169.382553100586
20619.119140625,-7.83103942871094,-173.189987182617,-15.1718139648438,162.575531005859
22021.21875,-8.43473815917969,-178.516876220703,-16.0644378662109,155.542083740234
23518.66015625,-9.03605651855469,175.91242980957,-16.9758911132813,148.37223815918
25117.927734375,-9.70350646972656,169.737503051758,-17.9763946533203,140.720672607422
26825.9453125,-10.4508666992188,163.177032470703,-19.0763244628906,132.786727905273
28650.109375,-11.2285919189453,156.198654174805,-20.2291107177734,124.595748901367
30598.31640625,-11.9306335449219,148.721069335938,-21.3257141113281,116.054183959961
32679,-12.5825805664063,140.769638061523,-22.3902435302734,107.204010009766
34901.16796875,-13.2460632324219,132.317245483398,-23.486328125,98.0452270507813
37274.4453125,-13.9076843261719,123.067535400391,-24.5956573486328,88.2936859130859
39809.10546875,-14.6287994384766,113.381561279297,-25.7847595214844,78.3139495849609
42516.12109375,-15.3282012939453,103.024154663086,-26.9656524658203,67.8778686523438
45407.21484375,-16.0796813964844,92.0652618408203,-28.2091064453125,57.1349029541016
48494.90234375,-16.8754272460938,80.2723083496094,-29.5128631591797,45.8140563964844
51792.5546875,-17.7198181152344,67.616455078125,-30.8696441650391,33.9520416259766
55314.4453125,-18.5650024414063,54.2218627929688,-32.2363586425781,21.6476440429688
59075.82421875,-19.4600067138672,39.5770568847656,-33.6588592529297,8.53981018066406
63092.9765625,-20.5705261230469,23.6409759521484,-35.2911834716797,-5.44667053222656
67383.296875,-21.7447967529297,7.27474975585938,-36.9786224365234,-19.3911895751953
